id,effort,effort_weight,effort_space,effort_time,placement,air,age,size,tempo,volume,attitude
3421,press,strong,direct,sustained,throaty,breathy,kid-ish,tiny,rapid,hushed,friendly
3422,press,strong,direct,sustained,throaty,breathy,kid-ish,tiny,rapid,hushed,deadpan
3423,press,strong,direct,sustained,throaty,breathy,kid-ish,tiny,rapid,hushed,menacing
3424,press,strong,direct,sustained,throaty,breathy,kid-ish,tiny,rapid,medium,friendly
3425,press,strong,direct,sustained,throaty,breathy,kid-ish,tiny,rapid,medium,deadpan
3426,press,strong,direct,sustained,throaty,breathy,kid-ish,tiny,rapid,medium,menacing
3427,press,strong,direct,sustained,throaty,breathy,kid-ish,tiny,rapid,big,friendly
3428,press,strong,direct,sustained,throaty,breathy,kid-ish,tiny,rapid,big,deadpan
3429,press,strong,direct,sustained,throaty,breathy,kid-ish,tiny,rapid,big,menacing
3430,press,strong,direct,sustained,throaty,breathy,kid-ish,medium,slow,hushed,friendly
3431,press,strong,direct,sustained,throaty,breathy,kid-ish,medium,slow,hushed,deadpan
3432,press,strong,direct,sustained,throaty,breathy,kid-ish,medium,slow,hushed,menacing
3433,press,strong,direct,sustained,throaty,breathy,kid-ish,medium,slow,medium,friendly
3434,press,strong,direct,sustained,throaty,breathy,kid-ish,medium,slow,medium,deadpan
3435,press,strong,direct,sustained,throaty,breathy,kid-ish,medium,slow,medium,menacing
3436,press,strong,direct,sustained,throaty,breathy,kid-ish,medium,slow,big,friendly
3437,press,strong,direct,sustained,throaty,breathy,kid-ish,medium,slow,big,deadpan
3438,press,strong,direct,sustained,throaty,breathy,kid-ish,medium,slow,big,menacing
3439,press,strong,direct,sustained,throaty,breathy,kid-ish,medium,steady,hushed,friendly
3440,press,strong,direct,sustained,throaty,breathy,kid-ish,medium,steady,hushed,deadpan
3441,press,strong,direct,sustained,throaty,breathy,kid-ish,medium,steady,hushed,menacing
3442,press,strong,direct,sustained,throaty,breathy,kid-ish,medium,steady,medium,friendly
3443,press,strong,direct,sustained,throaty,breathy,kid-ish,medium,steady,medium,deadpan
3444,press,strong,direct,sustained,throaty,breathy,kid-ish,medium,steady,medium,menacing
3445,press,strong,direct,sustained,throaty,breathy,kid-ish,medium,steady,big,friendly
3446,press,strong,direct,sustained,throaty,breathy,kid-ish,medium,steady,big,deadpan
3447,press,strong,direct,sustained,throaty,breathy,kid-ish,medium,steady,big,menacing
3448,press,strong,direct,sustained,throaty,breathy,kid-ish,medium,rapid,hushed,friendly
3449,press,strong,direct,sustained,throaty,breathy,kid-ish,medium,rapid,hushed,deadpan
3450,press,strong,direct,sustained,throaty,breathy,kid-ish,medium,rapid,hushed,menacing
3451,press,strong,direct,sustained,throaty,breathy,kid-ish,medium,rapid,medium,friendly
3452,press,strong,direct,sustained,throaty,breathy,kid-ish,medium,rapid,medium,deadpan
3453,press,strong,direct,sustained,throaty,breathy,kid-ish,medium,rapid,medium,menacing
3454,press,strong,direct,sustained,throaty,breathy,kid-ish,medium,rapid,big,friendly
3455,press,strong,direct,sustained,throaty,breathy,kid-ish,medium,rapid,big,deadpan
3456,press,strong,direct,sustained,throaty,breathy,kid-ish,medium,rapid,big,menacing
3457,press,strong,direct,sustained,throaty,breathy,kid-ish,huge,slow,hushed,friendly
3458,press,strong,direct,sustained,throaty,breathy,kid-ish,huge,slow,hushed,deadpan
3459,press,strong,direct,sustained,throaty,breathy,kid-ish,huge,slow,hushed,menacing
3460,press,strong,direct,sustained,throaty,breathy,kid-ish,huge,slow,medium,friendly
3461,press,strong,direct,sustained,throaty,breathy,kid-ish,huge,slow,medium,deadpan
3462,press,strong,direct,sustained,throaty,breathy,kid-ish,huge,slow,medium,menacing
3463,press,strong,direct,sustained,throaty,breathy,kid-ish,huge,slow,big,friendly
3464,press,strong,direct,sustained,throaty,breathy,kid-ish,huge,slow,big,deadpan
3465,press,strong,direct,sustained,throaty,breathy,kid-ish,huge,slow,big,menacing
3466,press,strong,direct,sustained,throaty,breathy,kid-ish,huge,steady,hushed,friendly
3467,press,strong,direct,sustained,throaty,breathy,kid-ish,huge,steady,hushed,deadpan
3468,press,strong,direct,sustained,throaty,breathy,kid-ish,huge,steady,hushed,menacing
3469,press,strong,direct,sustained,throaty,breathy,kid-ish,huge,steady,medium,friendly
3470,press,strong,direct,sustained,throaty,breathy,kid-ish,huge,steady,medium,deadpan
3471,press,strong,direct,sustained,throaty,breathy,kid-ish,huge,steady,medium,menacing
3472,press,strong,direct,sustained,throaty,breathy,kid-ish,huge,steady,big,friendly
3473,press,strong,direct,sustained,throaty,breathy,kid-ish,huge,steady,big,deadpan
3474,press,strong,direct,sustained,throaty,breathy,kid-ish,huge,steady,big,menacing
3475,press,strong,direct,sustained,throaty,breathy,kid-ish,huge,rapid,hushed,friendly
3476,press,strong,direct,sustained,throaty,breathy,kid-ish,huge,rapid,hushed,deadpan
3477,press,strong,direct,sustained,throaty,breathy,kid-ish,huge,rapid,hushed,menacing
3478,press,strong,direct,sustained,throaty,breathy,kid-ish,huge,rapid,medium,friendly
3479,press,strong,direct,sustained,throaty,breathy,kid-ish,huge,rapid,medium,deadpan
3480,press,strong,direct,sustained,throaty,breathy,kid-ish,huge,rapid,medium,menacing
3481,press,strong,direct,sustained,throaty,breathy,kid-ish,huge,rapid,big,friendly
3482,press,strong,direct,sustained,throaty,breathy,kid-ish,huge,rapid,big,deadpan
3483,press,strong,direct,sustained,throaty,breathy,kid-ish,huge,rapid,big,menacing
3484,press,strong,direct,sustained,throaty,breathy,adult,tiny,slow,hushed,friendly
3485,press,strong,direct,sustained,throaty,breathy,adult,tiny,slow,hushed,deadpan
3486,press,strong,direct,sustained,throaty,breathy,adult,tiny,slow,hushed,menacing
3487,press,strong,direct,sustained,throaty,breathy,adult,tiny,slow,medium,friendly
3488,press,strong,direct,sustained,throaty,breathy,adult,tiny,slow,medium,deadpan
3489,press,strong,direct,sustained,throaty,breathy,adult,tiny,slow,medium,menacing
3490,press,strong,direct,sustained,throaty,breathy,adult,tiny,slow,big,friendly
3491,press,strong,direct,sustained,throaty,breathy,adult,tiny,slow,big,deadpan
3492,press,strong,direct,sustained,throaty,breathy,adult,tiny,slow,big,menacing
3493,press,strong,direct,sustained,throaty,breathy,adult,tiny,steady,hushed,friendly
3494,press,strong,direct,sustained,throaty,breathy,adult,tiny,steady,hushed,deadpan
3495,press,strong,direct,sustained,throaty,breathy,adult,tiny,steady,hushed,menacing
3496,press,strong,direct,sustained,throaty,breathy,adult,tiny,steady,medium,friendly
3497,press,strong,direct,sustained,throaty,breathy,adult,tiny,steady,medium,deadpan
3498,press,strong,direct,sustained,throaty,breathy,adult,tiny,steady,medium,menacing
3499,press,strong,direct,sustained,throaty,breathy,adult,tiny,steady,big,friendly
3500,press,strong,direct,sustained,throaty,breathy,adult,tiny,steady,big,deadpan
3501,press,strong,direct,sustained,throaty,breathy,adult,tiny,steady,big,menacing
3502,press,strong,direct,sustained,throaty,breathy,adult,tiny,rapid,hushed,friendly
3503,press,strong,direct,sustained,throaty,breathy,adult,tiny,rapid,hushed,deadpan
3504,press,strong,direct,sustained,throaty,breathy,adult,tiny,rapid,hushed,menacing
3505,press,strong,direct,sustained,throaty,breathy,adult,tiny,rapid,medium,friendly
3506,press,strong,direct,sustained,throaty,breathy,adult,tiny,rapid,medium,deadpan
3507,press,strong,direct,sustained,throaty,breathy,adult,tiny,rapid,medium,menacing
3508,press,strong,direct,sustained,throaty,breathy,adult,tiny,rapid,big,friendly
3509,press,strong,direct,sustained,throaty,breathy,adult,tiny,rapid,big,deadpan
3510,press,strong,direct,sustained,throaty,breathy,adult,tiny,rapid,big,menacing
3511,press,strong,direct,sustained,throaty,breathy,adult,medium,slow,hushed,friendly
3512,press,strong,direct,sustained,throaty,breathy,adult,medium,slow,hushed,deadpan
3513,press,strong,direct,sustained,throaty,breathy,adult,medium,slow,hushed,menacing
3514,press,strong,direct,sustained,throaty,breathy,adult,medium,slow,medium,friendly
3515,press,strong,direct,sustained,throaty,breathy,adult,medium,slow,medium,deadpan
3516,press,strong,direct,sustained,throaty,breathy,adult,medium,slow,medium,menacing
3517,press,strong,direct,sustained,throaty,breathy,adult,medium,slow,big,friendly
3518,press,strong,direct,sustained,throaty,breathy,adult,medium,slow,big,deadpan
3519,press,strong,direct,sustained,throaty,breathy,adult,medium,slow,big,menacing
3520,press,strong,direct,sustained,throaty,breathy,adult,medium,steady,hushed,friendly
3521,press,strong,direct,sustained,throaty,breathy,adult,medium,steady,hushed,deadpan
3522,press,strong,direct,sustained,throaty,breathy,adult,medium,steady,hushed,menacing
3523,press,strong,direct,sustained,throaty,breathy,adult,medium,steady,medium,friendly
3524,press,strong,direct,sustained,throaty,breathy,adult,medium,steady,medium,deadpan
3525,press,strong,direct,sustained,throaty,breathy,adult,medium,steady,medium,menacing
3526,press,strong,direct,sustained,throaty,breathy,adult,medium,steady,big,friendly
3527,press,strong,direct,sustained,throaty,breathy,adult,medium,steady,big,deadpan
3528,press,strong,direct,sustained,throaty,breathy,adult,medium,steady,big,menacing
3529,press,strong,direct,sustained,throaty,breathy,adult,medium,rapid,hushed,friendly
3530,press,strong,direct,sustained,throaty,breathy,adult,medium,rapid,hushed,deadpan
3531,press,strong,direct,sustained,throaty,breathy,adult,medium,rapid,hushed,menacing
3532,press,strong,direct,sustained,throaty,breathy,adult,medium,rapid,medium,friendly
3533,press,strong,direct,sustained,throaty,breathy,adult,medium,rapid,medium,deadpan
3534,press,strong,direct,sustained,throaty,breathy,adult,medium,rapid,medium,menacing
3535,press,strong,direct,sustained,throaty,breathy,adult,medium,rapid,big,friendly
3536,press,strong,direct,sustained,throaty,breathy,adult,medium,rapid,big,deadpan
3537,press,strong,direct,sustained,throaty,breathy,adult,medium,rapid,big,menacing
3538,press,strong,direct,sustained,throaty,breathy,adult,huge,slow,hushed,friendly
3539,press,strong,direct,sustained,throaty,breathy,adult,huge,slow,hushed,deadpan
3540,press,strong,direct,sustained,throaty,breathy,adult,huge,slow,hushed,menacing
3541,press,strong,direct,sustained,throaty,breathy,adult,huge,slow,medium,friendly
3542,press,strong,direct,sustained,throaty,breathy,adult,huge,slow,medium,deadpan
3543,press,strong,direct,sustained,throaty,breathy,adult,huge,slow,medium,menacing
3544,press,strong,direct,sustained,throaty,breathy,adult,huge,slow,big,friendly
3545,press,strong,direct,sustained,throaty,breathy,adult,huge,slow,big,deadpan
3546,press,strong,direct,sustained,throaty,breathy,adult,huge,slow,big,menacing
3547,press,strong,direct,sustained,throaty,breathy,adult,huge,steady,hushed,friendly
3548,press,strong,direct,sustained,throaty,breathy,adult,huge,steady,hushed,deadpan
3549,press,strong,direct,sustained,throaty,breathy,adult,huge,steady,hushed,menacing
3550,press,strong,direct,sustained,throaty,breathy,adult,huge,steady,medium,friendly
3551,press,strong,direct,sustained,throaty,breathy,adult,huge,steady,medium,deadpan
3552,press,strong,direct,sustained,throaty,breathy,adult,huge,steady,medium,menacing
3553,press,strong,direct,sustained,throaty,breathy,adult,huge,steady,big,friendly
3554,press,strong,direct,sustained,throaty,breathy,adult,huge,steady,big,deadpan
3555,press,strong,direct,sustained,throaty,breathy,adult,huge,steady,big,menacing
3556,press,strong,direct,sustained,throaty,breathy,adult,huge,rapid,hushed,friendly
3557,press,strong,direct,sustained,throaty,breathy,adult,huge,rapid,hushed,deadpan
3558,press,strong,direct,sustained,throaty,breathy,adult,huge,rapid,hushed,menacing
3559,press,strong,direct,sustained,throaty,breathy,adult,huge,rapid,medium,friendly
3560,press,strong,direct,sustained,throaty,breathy,adult,huge,rapid,medium,deadpan
3561,press,strong,direct,sustained,throaty,breathy,adult,huge,rapid,medium,menacing
3562,press,strong,direct,sustained,throaty,breathy,adult,huge,rapid,big,friendly
3563,press,strong,direct,sustained,throaty,breathy,adult,huge,rapid,big,deadpan
3564,press,strong,direct,sustained,throaty,breathy,adult,huge,rapid,big,menacing
3565,press,strong,direct,sustained,throaty,breathy,elder,tiny,slow,hushed,friendly
3566,press,strong,direct,sustained,throaty,breathy,elder,tiny,slow,hushed,deadpan
3567,press,strong,direct,sustained,throaty,breathy,elder,tiny,slow,hushed,menacing
3568,press,strong,direct,sustained,throaty,breathy,elder,tiny,slow,medium,friendly
3569,press,strong,direct,sustained,throaty,breathy,elder,tiny,slow,medium,deadpan
3570,press,strong,direct,sustained,throaty,breathy,elder,tiny,slow,medium,menacing
3571,press,strong,direct,sustained,throaty,breathy,elder,tiny,slow,big,friendly
3572,press,strong,direct,sustained,throaty,breathy,elder,tiny,slow,big,deadpan
3573,press,strong,direct,sustained,throaty,breathy,elder,tiny,slow,big,menacing
3574,press,strong,direct,sustained,throaty,breathy,elder,tiny,steady,hushed,friendly
3575,press,strong,direct,sustained,throaty,breathy,elder,tiny,steady,hushed,deadpan
3576,press,strong,direct,sustained,throaty,breathy,elder,tiny,steady,hushed,menacing
3577,press,strong,direct,sustained,throaty,breathy,elder,tiny,steady,medium,friendly
3578,press,strong,direct,sustained,throaty,breathy,elder,tiny,steady,medium,deadpan
3579,press,strong,direct,sustained,throaty,breathy,elder,tiny,steady,medium,menacing
3580,press,strong,direct,sustained,throaty,breathy,elder,tiny,steady,big,friendly
3581,press,strong,direct,sustained,throaty,breathy,elder,tiny,steady,big,deadpan
3582,press,strong,direct,sustained,throaty,breathy,elder,tiny,steady,big,menacing
3583,press,strong,direct,sustained,throaty,breathy,elder,tiny,rapid,hushed,friendly
3584,press,strong,direct,sustained,throaty,breathy,elder,tiny,rapid,hushed,deadpan
3585,press,strong,direct,sustained,throaty,breathy,elder,tiny,rapid,hushed,menacing
3586,press,strong,direct,sustained,throaty,breathy,elder,tiny,rapid,medium,friendly
3587,press,strong,direct,sustained,throaty,breathy,elder,tiny,rapid,medium,deadpan
3588,press,strong,direct,sustained,throaty,breathy,elder,tiny,rapid,medium,menacing
3589,press,strong,direct,sustained,throaty,breathy,elder,tiny,rapid,big,friendly
3590,press,strong,direct,sustained,throaty,breathy,elder,tiny,rapid,big,deadpan
3591,press,strong,direct,sustained,throaty,breathy,elder,tiny,rapid,big,menacing
3592,press,strong,direct,sustained,throaty,breathy,elder,medium,slow,hushed,friendly
3593,press,strong,direct,sustained,throaty,breathy,elder,medium,slow,hushed,deadpan
3594,press,strong,direct,sustained,throaty,breathy,elder,medium,slow,hushed,menacing
3595,press,strong,direct,sustained,throaty,breathy,elder,medium,slow,medium,friendly
3596,press,strong,direct,sustained,throaty,breathy,elder,medium,slow,medium,deadpan
3597,press,strong,direct,sustained,throaty,breathy,elder,medium,slow,medium,menacing
3598,press,strong,direct,sustained,throaty,breathy,elder,medium,slow,big,friendly
3599,press,strong,direct,sustained,throaty,breathy,elder,medium,slow,big,deadpan
3600,press,strong,direct,sustained,throaty,breathy,elder,medium,slow,big,menacing
3601,press,strong,direct,sustained,throaty,breathy,elder,medium,steady,hushed,friendly
3602,press,strong,direct,sustained,throaty,breathy,elder,medium,steady,hushed,deadpan
3603,press,strong,direct,sustained,throaty,breathy,elder,medium,steady,hushed,menacing
3604,press,strong,direct,sustained,throaty,breathy,elder,medium,steady,medium,friendly
3605,press,strong,direct,sustained,throaty,breathy,elder,medium,steady,medium,deadpan
3606,press,strong,direct,sustained,throaty,breathy,elder,medium,steady,medium,menacing
3607,press,strong,direct,sustained,throaty,breathy,elder,medium,steady,big,friendly
3608,press,strong,direct,sustained,throaty,breathy,elder,medium,steady,big,deadpan
3609,press,strong,direct,sustained,throaty,breathy,elder,medium,steady,big,menacing
3610,press,strong,direct,sustained,throaty,breathy,elder,medium,rapid,hushed,friendly
3611,press,strong,direct,sustained,throaty,breathy,elder,medium,rapid,hushed,deadpan
3612,press,strong,direct,sustained,throaty,breathy,elder,medium,rapid,hushed,menacing
3613,press,strong,direct,sustained,throaty,breathy,elder,medium,rapid,medium,friendly
3614,press,strong,direct,sustained,throaty,breathy,elder,medium,rapid,medium,deadpan
3615,press,strong,direct,sustained,throaty,breathy,elder,medium,rapid,medium,menacing
3616,press,strong,direct,sustained,throaty,breathy,elder,medium,rapid,big,friendly
3617,press,strong,direct,sustained,throaty,breathy,elder,medium,rapid,big,deadpan
3618,press,strong,direct,sustained,throaty,breathy,elder,medium,rapid,big,menacing
3619,press,strong,direct,sustained,throaty,breathy,elder,huge,slow,hushed,friendly
3620,press,strong,direct,sustained,throaty,breathy,elder,huge,slow,hushed,deadpan
3621,press,strong,direct,sustained,throaty,breathy,elder,huge,slow,hushed,menacing
3622,press,strong,direct,sustained,throaty,breathy,elder,huge,slow,medium,friendly
3623,press,strong,direct,sustained,throaty,breathy,elder,huge,slow,medium,deadpan
3624,press,strong,direct,sustained,throaty,breathy,elder,huge,slow,medium,menacing
3625,press,strong,direct,sustained,throaty,breathy,elder,huge,slow,big,friendly
3626,press,strong,direct,sustained,throaty,breathy,elder,huge,slow,big,deadpan
3627,press,strong,direct,sustained,throaty,breathy,elder,huge,slow,big,menacing
3628,press,strong,direct,sustained,throaty,breathy,elder,huge,steady,hushed,friendly
3629,press,strong,direct,sustained,throaty,breathy,elder,huge,steady,hushed,deadpan
3630,press,strong,direct,sustained,throaty,breathy,elder,huge,steady,hushed,menacing
3631,press,strong,direct,sustained,throaty,breathy,elder,huge,steady,medium,friendly
3632,press,strong,direct,sustained,throaty,breathy,elder,huge,steady,medium,deadpan
3633,press,strong,direct,sustained,throaty,breathy,elder,huge,steady,medium,menacing
3634,press,strong,direct,sustained,throaty,breathy,elder,huge,steady,big,friendly
3635,press,strong,direct,sustained,throaty,breathy,elder,huge,steady,big,deadpan
3636,press,strong,direct,sustained,throaty,breathy,elder,huge,steady,big,menacing
3637,press,strong,direct,sustained,throaty,breathy,elder,huge,rapid,hushed,friendly
3638,press,strong,direct,sustained,throaty,breathy,elder,huge,rapid,hushed,deadpan
3639,press,strong,direct,sustained,throaty,breathy,elder,huge,rapid,hushed,menacing
3640,press,strong,direct,sustained,throaty,breathy,elder,huge,rapid,medium,friendly
3641,press,strong,direct,sustained,throaty,breathy,elder,huge,rapid,medium,deadpan
3642,press,strong,direct,sustained,throaty,breathy,elder,huge,rapid,medium,menacing
3643,press,strong,direct,sustained,throaty,breathy,elder,huge,rapid,big,friendly
3644,press,strong,direct,sustained,throaty,breathy,elder,huge,rapid,big,deadpan
3645,press,strong,direct,sustained,throaty,breathy,elder,huge,rapid,big,menacing
3646,press,strong,direct,sustained,throaty,dry,kid-ish,tiny,slow,hushed,friendly
3647,press,strong,direct,sustained,throaty,dry,kid-ish,tiny,slow,hushed,deadpan
3648,press,strong,direct,sustained,throaty,dry,kid-ish,tiny,slow,hushed,menacing
3649,press,strong,direct,sustained,throaty,dry,kid-ish,tiny,slow,medium,friendly
3650,press,strong,direct,sustained,throaty,dry,kid-ish,tiny,slow,medium,deadpan
3651,press,strong,direct,sustained,throaty,dry,kid-ish,tiny,slow,medium,menacing
3652,press,strong,direct,sustained,throaty,dry,kid-ish,tiny,slow,big,friendly
3653,press,strong,direct,sustained,throaty,dry,kid-ish,tiny,slow,big,deadpan
3654,press,strong,direct,sustained,throaty,dry,kid-ish,tiny,slow,big,menacing
3655,press,strong,direct,sustained,throaty,dry,kid-ish,tiny,steady,hushed,friendly
3656,press,strong,direct,sustained,throaty,dry,kid-ish,tiny,steady,hushed,deadpan
3657,press,strong,direct,sustained,throaty,dry,kid-ish,tiny,steady,hushed,menacing
3658,press,strong,direct,sustained,throaty,dry,kid-ish,tiny,steady,medium,friendly
3659,press,strong,direct,sustained,throaty,dry,kid-ish,tiny,steady,medium,deadpan
3660,press,strong,direct,sustained,throaty,dry,kid-ish,tiny,steady,medium,menacing
3661,press,strong,direct,sustained,throaty,dry,kid-ish,tiny,steady,big,friendly
3662,press,strong,direct,sustained,throaty,dry,kid-ish,tiny,steady,big,deadpan
3663,press,strong,direct,sustained,throaty,dry,kid-ish,tiny,steady,big,menacing
3664,press,strong,direct,sustained,throaty,dry,kid-ish,tiny,rapid,hushed,friendly
3665,press,strong,direct,sustained,throaty,dry,kid-ish,tiny,rapid,hushed,deadpan
3666,press,strong,direct,sustained,throaty,dry,kid-ish,tiny,rapid,hushed,menacing
3667,press,strong,direct,sustained,throaty,dry,kid-ish,tiny,rapid,medium,friendly
3668,press,strong,direct,sustained,throaty,dry,kid-ish,tiny,rapid,medium,deadpan
3669,press,strong,direct,sustained,throaty,dry,kid-ish,tiny,rapid,medium,menacing
3670,press,strong,direct,sustained,throaty,dry,kid-ish,tiny,rapid,big,friendly
3671,press,strong,direct,sustained,throaty,dry,kid-ish,tiny,rapid,big,deadpan
3672,press,strong,direct,sustained,throaty,dry,kid-ish,tiny,rapid,big,menacing
3673,press,strong,direct,sustained,throaty,dry,kid-ish,medium,slow,hushed,friendly
3674,press,strong,direct,sustained,throaty,dry,kid-ish,medium,slow,hushed,deadpan
3675,press,strong,direct,sustained,throaty,dry,kid-ish,medium,slow,hushed,menacing
3676,press,strong,direct,sustained,throaty,dry,kid-ish,medium,slow,medium,friendly
3677,press,strong,direct,sustained,throaty,dry,kid-ish,medium,slow,medium,deadpan
3678,press,strong,direct,sustained,throaty,dry,kid-ish,medium,slow,medium,menacing
3679,press,strong,direct,sustained,throaty,dry,kid-ish,medium,slow,big,friendly
3680,press,strong,direct,sustained,throaty,dry,kid-ish,medium,slow,big,deadpan
3681,press,strong,direct,sustained,throaty,dry,kid-ish,medium,slow,big,menacing
3682,press,strong,direct,sustained,throaty,dry,kid-ish,medium,steady,hushed,friendly
3683,press,strong,direct,sustained,throaty,dry,kid-ish,medium,steady,hushed,deadpan
3684,press,strong,direct,sustained,throaty,dry,kid-ish,medium,steady,hushed,menacing
3685,press,strong,direct,sustained,throaty,dry,kid-ish,medium,steady,medium,friendly
3686,press,strong,direct,sustained,throaty,dry,kid-ish,medium,steady,medium,deadpan
3687,press,strong,direct,sustained,throaty,dry,kid-ish,medium,steady,medium,menacing
3688,press,strong,direct,sustained,throaty,dry,kid-ish,medium,steady,big,friendly
3689,press,strong,direct,sustained,throaty,dry,kid-ish,medium,steady,big,deadpan
3690,press,strong,direct,sustained,throaty,dry,kid-ish,medium,steady,big,menacing
3691,press,strong,direct,sustained,throaty,dry,kid-ish,medium,rapid,hushed,friendly
3692,press,strong,direct,sustained,throaty,dry,kid-ish,medium,rapid,hushed,deadpan
3693,press,strong,direct,sustained,throaty,dry,kid-ish,medium,rapid,hushed,menacing
3694,press,strong,direct,sustained,throaty,dry,kid-ish,medium,rapid,medium,friendly
3695,press,strong,direct,sustained,throaty,dry,kid-ish,medium,rapid,medium,deadpan
3696,press,strong,direct,sustained,throaty,dry,kid-ish,medium,rapid,medium,menacing
3697,press,strong,direct,sustained,throaty,dry,kid-ish,medium,rapid,big,friendly
3698,press,strong,direct,sustained,throaty,dry,kid-ish,medium,rapid,big,deadpan
3699,press,strong,direct,sustained,throaty,dry,kid-ish,medium,rapid,big,menacing
3700,press,strong,direct,sustained,throaty,dry,kid-ish,huge,slow,hushed,friendly
3701,press,strong,direct,sustained,throaty,dry,kid-ish,huge,slow,hushed,deadpan
3702,press,strong,direct,sustained,throaty,dry,kid-ish,huge,slow,hushed,menacing
3703,press,strong,direct,sustained,throaty,dry,kid-ish,huge,slow,medium,friendly
3704,press,strong,direct,sustained,throaty,dry,kid-ish,huge,slow,medium,deadpan
3705,press,strong,direct,sustained,throaty,dry,kid-ish,huge,slow,medium,menacing
3706,press,strong,direct,sustained,throaty,dry,kid-ish,huge,slow,big,friendly
3707,press,strong,direct,sustained,throaty,dry,kid-ish,huge,slow,big,deadpan
3708,press,strong,direct,sustained,throaty,dry,kid-ish,huge,slow,big,menacing
3709,press,strong,direct,sustained,throaty,dry,kid-ish,huge,steady,hushed,friendly
3710,press,strong,direct,sustained,throaty,dry,kid-ish,huge,steady,hushed,deadpan
3711,press,strong,direct,sustained,throaty,dry,kid-ish,huge,steady,hushed,menacing
3712,press,strong,direct,sustained,throaty,dry,kid-ish,huge,steady,medium,friendly
3713,press,strong,direct,sustained,throaty,dry,kid-ish,huge,steady,medium,deadpan
3714,press,strong,direct,sustained,throaty,dry,kid-ish,huge,steady,medium,menacing
3715,press,strong,direct,sustained,throaty,dry,kid-ish,huge,steady,big,friendly
3716,press,strong,direct,sustained,throaty,dry,kid-ish,huge,steady,big,deadpan
3717,press,strong,direct,sustained,throaty,dry,kid-ish,huge,steady,big,menacing
3718,press,strong,direct,sustained,throaty,dry,kid-ish,huge,rapid,hushed,friendly
3719,press,strong,direct,sustained,throaty,dry,kid-ish,huge,rapid,hushed,deadpan
3720,press,strong,direct,sustained,throaty,dry,kid-ish,huge,rapid,hushed,menacing
3721,press,strong,direct,sustained,throaty,dry,kid-ish,huge,rapid,medium,friendly
3722,press,strong,direct,sustained,throaty,dry,kid-ish,huge,rapid,medium,deadpan
3723,press,strong,direct,sustained,throaty,dry,kid-ish,huge,rapid,medium,menacing
3724,press,strong,direct,sustained,throaty,dry,kid-ish,huge,rapid,big,friendly
3725,press,strong,direct,sustained,throaty,dry,kid-ish,huge,rapid,big,deadpan
3726,press,strong,direct,sustained,throaty,dry,kid-ish,huge,rapid,big,menacing
3727,press,strong,direct,sustained,throaty,dry,adult,tiny,slow,hushed,friendly
3728,press,strong,direct,sustained,throaty,dry,adult,tiny,slow,hushed,deadpan
3729,press,strong,direct,sustained,throaty,dry,adult,tiny,slow,hushed,menacing
3730,press,strong,direct,sustained,throaty,dry,adult,tiny,slow,medium,friendly
3731,press,strong,direct,sustained,throaty,dry,adult,tiny,slow,medium,deadpan
3732,press,strong,direct,sustained,throaty,dry,adult,tiny,slow,medium,menacing
3733,press,strong,direct,sustained,throaty,dry,adult,tiny,slow,big,friendly
3734,press,strong,direct,sustained,throaty,dry,adult,tiny,slow,big,deadpan
3735,press,strong,direct,sustained,throaty,dry,adult,tiny,slow,big,menacing
3736,press,strong,direct,sustained,throaty,dry,adult,tiny,steady,hushed,friendly
3737,press,strong,direct,sustained,throaty,dry,adult,tiny,steady,hushed,deadpan
3738,press,strong,direct,sustained,throaty,dry,adult,tiny,steady,hushed,menacing
3739,press,strong,direct,sustained,throaty,dry,adult,tiny,steady,medium,friendly
3740,press,strong,direct,sustained,throaty,dry,adult,tiny,steady,medium,deadpan
3741,press,strong,direct,sustained,throaty,dry,adult,tiny,steady,medium,menacing
3742,press,strong,direct,sustained,throaty,dry,adult,tiny,steady,big,friendly
3743,press,strong,direct,sustained,throaty,dry,adult,tiny,steady,big,deadpan
3744,press,strong,direct,sustained,throaty,dry,adult,tiny,steady,big,menacing
3745,press,strong,direct,sustained,throaty,dry,adult,tiny,rapid,hushed,friendly
3746,press,strong,direct,sustained,throaty,dry,adult,tiny,rapid,hushed,deadpan
3747,press,strong,direct,sustained,throaty,dry,adult,tiny,rapid,hushed,menacing
3748,press,strong,direct,sustained,throaty,dry,adult,tiny,rapid,medium,friendly
3749,press,strong,direct,sustained,throaty,dry,adult,tiny,rapid,medium,deadpan
3750,press,strong,direct,sustained,throaty,dry,adult,tiny,rapid,medium,menacing
3751,press,strong,direct,sustained,throaty,dry,adult,tiny,rapid,big,friendly
3752,press,strong,direct,sustained,throaty,dry,adult,tiny,rapid,big,deadpan
3753,press,strong,direct,sustained,throaty,dry,adult,tiny,rapid,big,menacing
3754,press,strong,direct,sustained,throaty,dry,adult,medium,slow,hushed,friendly
3755,press,strong,direct,sustained,throaty,dry,adult,medium,slow,hushed,deadpan
3756,press,strong,direct,sustained,throaty,dry,adult,medium,slow,hushed,menacing
3757,press,strong,direct,sustained,throaty,dry,adult,medium,slow,medium,friendly
3758,press,strong,direct,sustained,throaty,dry,adult,medium,slow,medium,deadpan
3759,press,strong,direct,sustained,throaty,dry,adult,medium,slow,medium,menacing
3760,press,strong,direct,sustained,throaty,dry,adult,medium,slow,big,friendly
